"지구별","주차장명","주차대수","이용시간","날짜"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-011","잠실1234주차장","75651","4701681","2020/11"
"PLT-005","뚝섬2주차장","19340","2048401","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-004","이촌1주차장","2423","151582","2020/11"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-009","반포23주차장","62551","4226930","2020/11"
"PLT-005","뚝섬4주차장","14824","1302551","2020/11"
"PLT-008","여의도1주차장","50048","7021949","2020/11"
"PLT-007","양화345주차장","27999","1797761","2020/11"
"PLT-009","반포1주차장","22917","1255677","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-009","반포1주차장","22917","1255677","2020/11"
"PLT-009","반포23주차장","62551","4226930","2020/11"
"PLT-005","뚝섬4주차장","14824","1302551","2020/11"
"PLT-008","여의도1주차장","50048","7021949","2020/11"
"PLT-007","양화345주차장","27999","1797761","2020/11"
"PLT-008","여의도1주차장","50048","7021949","2020/11"
"PLT-005","뚝섬4주차장","14824","1302551","2020/11"
"PLT-009","반포23주차장","62551","4226930","2020/11"
"PLT-007","양화345주차장","27999","1797761","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-009","반포1주차장","22917","1255677","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-004","이촌1주차장","2423","151582","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-009","반포1주차장","22917","1255677","2020/11"
"PLT-007","양화345주차장","27999","1797761","2020/11"
"PLT-008","여의도1주차장","50048","7021949","2020/11"
"PLT-005","뚝섬4주차장","14824","1302551","2020/11"
"PLT-009","반포23주차장","62551","4226930","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-011","잠실1234주차장","75651","4701681","2020/11"
"PLT-005","뚝섬2주차장","19340","2048401","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-009","반포1주차장","22917","1255677","2020/11"
"PLT-007","양화345주차장","27999","1797761","2020/11"
"PLT-008","여의도1주차장","50048","7021949","2020/11"
"PLT-005","뚝섬4주차장","14824","1302551","2020/11"
"PLT-009","반포23주차장","62551","4226930","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-004","이촌1주차장","2423","151582","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-005","뚝섬2주차장","19340","2048401","2020/11"
"PLT-005","뚝섬2주차장","19340","2048401","2020/11"
"PLT-011","잠실1234주차장","75651","4701681","2020/11"
"PLT-011","잠실1234주차장","75651","4701681","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-004","이촌1주차장","2423","151582","2020/11"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-009","반포23주차장","62551","4226930","2020/11"
"PLT-005","뚝섬4주차장","14824","1302551","2020/11"
"PLT-008","여의도1주차장","50048","7021949","2020/11"
"PLT-007","양화345주차장","27999","1797761","2020/11"
"PLT-009","반포1주차장","22917","1255677","2020/11"
"PLT-005","뚝섬2주차장","19340","2048401","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-004","이촌1주차장","2423","151582","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-004","이촌1주차장","2423","151582","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-004","이촌1주차장","2423","151582","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-009","반포1주차장","22917","1255677","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-011","잠실1234주차장","75651","4701681","2020/11"
"PLT-005","뚝섬2주차장","19340","2048401","2020/11"
"PLT-007","양화345주차장","27999","1797761","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-008","여의도1주차장","50048","7021949","2020/11"
"PLT-005","뚝섬4주차장","14824","1302551","2020/11"
"PLT-009","반포23주차장","62551","4226930","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-005","뚝섬2주차장","19340","2048401","2020/11"
"PLT-011","잠실1234주차장","75651","4701681","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-009","반포23주차장","62551","4226930","2020/11"
"PLT-005","뚝섬4주차장","14824","1302551","2020/11"
"PLT-008","여의도1주차장","50048","7021949","2020/11"
"PLT-007","양화345주차장","27999","1797761","2020/11"
"PLT-009","반포1주차장","22917","1255677","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-004","이촌1주차장","2423","151582","2020/11"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-009","반포1주차장","22917","1255677","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-011","잠실1234주차장","75651","4701681","2020/11"
"PLT-005","뚝섬2주차장","19340","2048401","2020/11"
"PLT-007","양화345주차장","27999","1797761","2020/11"
"PLT-008","여의도1주차장","50048","7021949","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-005","뚝섬3주차장","7085","572698","2020/11"
"PLT-008","여의도4주차장","5260","1631294","2020/11"
"PLT-005","뚝섬2주차장","19340","2048401","2020/11"
"PLT-011","잠실1234주차장","75651","4701681","2020/11"
"PLT-007","양화2주차장","1582","127283","2020/11"
"PLT-010","잠원1-6주차장","66853","6492848","2020/11"
"PLT-005","뚝섬4주차장","14824","1302551","2020/11"
"PLT-009","반포23주차장","62551","4226930","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-004","이촌1주차장","2423","151582","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-004","이촌1주차장","2423","151582","2020/11"
"PLT-008","여의도2주차장","20681","3231626","2020/11"
"PLT-004","이촌2주차장","8271","657866","2020/11"
"PLT-011","잠실1234주차장","75651","4701681","2020/11"
"PLT-005","뚝섬2주차장","19340","2048401","2020/11"
"PLT-008","여의도3주차장","26356","7482540","2020/11"
"PLT-009","반포23주차장","62551","4226930","2020/11"
"PLT-005","뚝섬4주차장","14824","1302551","2020/11"
"PLT-008","여의도1주차장","50048","7021949","2020/11"
"PLT-007","양화345주차장","27999","1797761","2020/11"
"PLT-009","반포1주차장","22917","1255677","2020/11"
"PLT-003","망원23주차장","17244","1327431","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-008","여의도5주차장","8385","2595633","2020/11"
"PLT-001","강서1주차장","5674","328775","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-002","난지123주차장","45808","1808911","2020/11"
"PLT-006","광나루12주차장","19706","1612280","2020/11"
"PLT-004","이촌34주차장","28335","2193238","2020/11"
"PLT-007","양화1주차장","6864","764607","2020/11"
"PLT-003","망원1주차장","7692","546667","2020/11"
"PLT-006","광나루3주차장","19748","1051540","2020/11"
"PLT-005","뚝섬1주차장","5489","453727","2020/11"
